Channel_0,ValueToPredict,subjectID
processed_images_160/n02102040/n02102040_1091.JPEG,1,81
processed_images_160/n01440764/n01440764_10319.JPEG,0,81
processed_images_160/n02979186/n02979186_10364.JPEG,2,81
processed_images_160/n02102040/n02102040_1082.JPEG,1,79
processed_images_160/n02979186/n02979186_10341.JPEG,2,79
processed_images_160/n01440764/n01440764_10307.JPEG,0,79
processed_images_160/n01440764/n01440764_10410.JPEG,0,92
processed_images_160/n02102040/n02102040_1110.JPEG,1,92
processed_images_160/n02979186/n02979186_10546.JPEG,2,92
processed_images_160/n02102040/ILSVRC2012_val_00037182.JPEG,1,38
processed_images_160/n02979186/ILSVRC2012_val_00042648.JPEG,2,38
processed_images_160/n01440764/ILSVRC2012_val_00037834.JPEG,0,38
processed_images_160/n02979186/n02979186_10568.JPEG,2,93
processed_images_160/n02102040/n02102040_1112.JPEG,1,93
processed_images_160/n01440764/n01440764_10427.JPEG,0,93
processed_images_160/n02102040/ILSVRC2012_val_00014280.JPEG,1,14
processed_images_160/n02979186/ILSVRC2012_val_00017775.JPEG,2,14
processed_images_160/n01440764/ILSVRC2012_val_00013716.JPEG,0,14
processed_images_160/n01440764/ILSVRC2012_val_00009346.JPEG,0,7
processed_images_160/n02102040/ILSVRC2012_val_00007032.JPEG,1,7
processed_images_160/n02979186/ILSVRC2012_val_00009404.JPEG,2,7
processed_images_160/n01440764/ILSVRC2012_val_00017699.JPEG,0,17
processed_images_160/n02102040/ILSVRC2012_val_00016582.JPEG,1,17
processed_images_160/n02979186/ILSVRC2012_val_00023674.JPEG,2,17
processed_images_160/n01440764/n01440764_10398.JPEG,0,91
processed_images_160/n02102040/n02102040_1106.JPEG,1,91
processed_images_160/n02979186/n02979186_10537.JPEG,2,91
processed_images_160/n01440764/ILSVRC2012_val_00009379.JPEG,0,8
processed_images_160/n02102040/ILSVRC2012_val_00007568.JPEG,1,8
processed_images_160/n02979186/ILSVRC2012_val_00009833.JPEG,2,8
processed_images_160/n01440764/n01440764_10380.JPEG,0,89
processed_images_160/n02979186/n02979186_10523.JPEG,2,89
processed_images_160/n02102040/n02102040_1103.JPEG,1,89
processed_images_160/n02102040/n02102040_107.JPEG,1,72
processed_images_160/n02979186/n02979186_10263.JPEG,2,72
processed_images_160/n01440764/n01440764_10227.JPEG,0,72
processed_images_160/n01440764/ILSVRC2012_val_00002138.JPEG,0,1
processed_images_160/n02102040/ILSVRC2012_val_00001968.JPEG,1,1
processed_images_160/n02979186/ILSVRC2012_val_00002034.JPEG,2,1
processed_images_160/n02979186/n02979186_10036.JPEG,2,55
processed_images_160/n01440764/n01440764_10043.JPEG,0,55
processed_images_160/n02102040/n02102040_1016.JPEG,1,55
processed_images_160/n01440764/ILSVRC2012_val_00040358.JPEG,0,41
processed_images_160/n02102040/ILSVRC2012_val_00040546.JPEG,1,41
processed_images_160/n02979186/ILSVRC2012_val_00043731.JPEG,2,41
processed_images_160/n02979186/n02979186_10024.JPEG,2,53
processed_images_160/n02102040/n02102040_1011.JPEG,1,53
processed_images_160/n01440764/n01440764_10040.JPEG,0,53
processed_images_160/n01440764/ILSVRC2012_val_00045866.JPEG,0,44
processed_images_160/n02979186/ILSVRC2012_val_00045110.JPEG,2,44
processed_images_160/n02102040/ILSVRC2012_val_00043994.JPEG,1,44
processed_images_160/n01440764/n01440764_10361.JPEG,0,86
processed_images_160/n02979186/n02979186_1043.JPEG,2,86
processed_images_160/n02102040/n02102040_1098.JPEG,1,86
processed_images_160/n01440764/n01440764_10331.JPEG,0,84
processed_images_160/n02979186/n02979186_10387.JPEG,2,84
processed_images_160/n02102040/n02102040_1096.JPEG,1,84
processed_images_160/n02979186/n02979186_10496.JPEG,2,88
processed_images_160/n02102040/n02102040_1102.JPEG,1,88
processed_images_160/n01440764/n01440764_10373.JPEG,0,88
processed_images_160/n01440764/n01440764_10365.JPEG,0,87
processed_images_160/n02979186/n02979186_10437.JPEG,2,87
processed_images_160/n02102040/n02102040_1100.JPEG,1,87
processed_images_160/n02102040/n02102040_1036.JPEG,1,62
processed_images_160/n01440764/n01440764_10110.JPEG,0,62
processed_images_160/n02979186/n02979186_10117.JPEG,2,62
processed_images_160/n01440764/n01440764_10162.JPEG,0,67
processed_images_160/n02102040/n02102040_1057.JPEG,1,67
processed_images_160/n02979186/n02979186_10200.JPEG,2,67
processed_images_160/n02102040/ILSVRC2012_val_00004650.JPEG,1,6
processed_images_160/n01440764/ILSVRC2012_val_00009191.JPEG,0,6
processed_images_160/n02979186/ILSVRC2012_val_00008651.JPEG,2,6
processed_images_160/n02979186/ILSVRC2012_val_00037988.JPEG,2,33
processed_images_160/n01440764/ILSVRC2012_val_00031333.JPEG,0,33
processed_images_160/n02102040/ILSVRC2012_val_00027918.JPEG,1,33
processed_images_160/n02102040/n02102040_1055.JPEG,1,66
processed_images_160/n02979186/n02979186_10186.JPEG,2,66
processed_images_160/n01440764/n01440764_10159.JPEG,0,66
processed_images_160/n01440764/ILSVRC2012_val_00006697.JPEG,0,3
processed_images_160/n02102040/ILSVRC2012_val_00002315.JPEG,1,3
processed_images_160/n02979186/ILSVRC2012_val_00005866.JPEG,2,3
processed_images_160/n02979186/ILSVRC2012_val_00006787.JPEG,2,4
processed_images_160/n01440764/ILSVRC2012_val_00007197.JPEG,0,4
processed_images_160/n02102040/ILSVRC2012_val_00004548.JPEG,1,4
processed_images_160/n02979186/n02979186_10313.JPEG,2,78
processed_images_160/n02102040/n02102040_1081.JPEG,1,78
processed_images_160/n01440764/n01440764_10293.JPEG,0,78
processed_images_160/n02979186/ILSVRC2012_val_00016648.JPEG,2,12
processed_images_160/n02102040/ILSVRC2012_val_00012689.JPEG,1,12
processed_images_160/n01440764/ILSVRC2012_val_00011993.JPEG,0,12
processed_images_160/n02102040/ILSVRC2012_val_00025442.JPEG,1,30
processed_images_160/n02979186/ILSVRC2012_val_00035482.JPEG,2,30
processed_images_160/n01440764/ILSVRC2012_val_00029930.JPEG,0,30
