Channel_0,ValueToPredict,subjectID
processed_images_160/n01440764/ILSVRC2012_val_00003014.JPEG,0,2
processed_images_160/n02102040/ILSVRC2012_val_00043994.JPEG,1,44
processed_images_160/n01440764/ILSVRC2012_val_00045866.JPEG,0,44
processed_images_160/n02979186/ILSVRC2012_val_00045110.JPEG,2,44
processed_images_160/n02102040/n02102040_1027.JPEG,1,58
processed_images_160/n02979186/n02979186_10095.JPEG,2,58
processed_images_160/n01440764/n01440764_10074.JPEG,0,58
processed_images_160/n02102040/ILSVRC2012_val_00040679.JPEG,1,42
processed_images_160/n02979186/ILSVRC2012_val_00044373.JPEG,2,42
processed_images_160/n01440764/ILSVRC2012_val_00040833.JPEG,0,42
processed_images_160/n02979186/ILSVRC2012_val_00013735.JPEG,2,10
processed_images_160/n02102040/ILSVRC2012_val_00008334.JPEG,1,10
processed_images_160/n01440764/ILSVRC2012_val_00010306.JPEG,0,10
processed_images_160/n02102040/n02102040_1085.JPEG,1,80
processed_images_160/n02979186/n02979186_10349.JPEG,2,80
processed_images_160/n01440764/n01440764_10317.JPEG,0,80
processed_images_160/n02102040/n02102040_1127.JPEG,1,99
processed_images_160/n02979186/n02979186_1061.JPEG,2,99
processed_images_160/n01440764/n01440764_10482.JPEG,0,99
processed_images_160/n02979186/n02979186_10437.JPEG,2,87
processed_images_160/n02102040/n02102040_1100.JPEG,1,87
processed_images_160/n01440764/n01440764_10365.JPEG,0,87
processed_images_160/n01440764/ILSVRC2012_val_00023559.JPEG,0,22
processed_images_160/n02979186/ILSVRC2012_val_00028911.JPEG,2,22
processed_images_160/n02102040/ILSVRC2012_val_00018207.JPEG,1,22
processed_images_160/n02979186/n02979186_10024.JPEG,2,53
processed_images_160/n01440764/n01440764_10040.JPEG,0,53
processed_images_160/n02102040/n02102040_1011.JPEG,1,53
processed_images_160/n02102040/ILSVRC2012_val_00008162.JPEG,1,9
processed_images_160/n02979186/ILSVRC2012_val_00012468.JPEG,2,9
processed_images_160/n01440764/ILSVRC2012_val_00009396.JPEG,0,9
processed_images_160/n02102040/n02102040_1022.JPEG,1,57
processed_images_160/n02979186/n02979186_10056.JPEG,2,57
processed_images_160/n01440764/n01440764_10066.JPEG,0,57
processed_images_160/n02979186/ILSVRC2012_val_00035482.JPEG,2,30
processed_images_160/n01440764/ILSVRC2012_val_00029930.JPEG,0,30
processed_images_160/n02102040/ILSVRC2012_val_00025442.JPEG,1,30
processed_images_160/n01440764/n01440764_10342.JPEG,0,85
processed_images_160/n02979186/n02979186_10402.JPEG,2,85
processed_images_160/n02102040/n02102040_1097.JPEG,1,85
processed_images_160/n02979186/ILSVRC2012_val_00024874.JPEG,2,18
processed_images_160/n01440764/ILSVRC2012_val_00017700.JPEG,0,18
processed_images_160/n02102040/ILSVRC2012_val_00016768.JPEG,1,18
processed_images_160/n02102040/ILSVRC2012_val_00015499.JPEG,1,15
processed_images_160/n01440764/ILSVRC2012_val_00016018.JPEG,0,15
processed_images_160/n02979186/ILSVRC2012_val_00018559.JPEG,2,15
processed_images_160/n01440764/ILSVRC2012_val_00048969.JPEG,0,49
processed_images_160/n02979186/ILSVRC2012_val_00049106.JPEG,2,49
processed_images_160/n02102040/ILSVRC2012_val_00049523.JPEG,1,49
processed_images_160/n01440764/ILSVRC2012_val_00013716.JPEG,0,14
processed_images_160/n02979186/ILSVRC2012_val_00017775.JPEG,2,14
processed_images_160/n02102040/ILSVRC2012_val_00014280.JPEG,1,14
processed_images_160/n02979186/ILSVRC2012_val_00037988.JPEG,2,33
processed_images_160/n01440764/ILSVRC2012_val_00031333.JPEG,0,33
processed_images_160/n02102040/ILSVRC2012_val_00027918.JPEG,1,33
processed_images_160/n01440764/ILSVRC2012_val_00018317.JPEG,0,20
processed_images_160/n02979186/ILSVRC2012_val_00027673.JPEG,2,20
processed_images_160/n02102040/ILSVRC2012_val_00017370.JPEG,1,20
processed_images_160/n01440764/n01440764_10026.JPEG,0,50
processed_images_160/n02979186/n02979186_10006.JPEG,2,50
processed_images_160/n02102040/n02102040_1003.JPEG,1,50
processed_images_160/n01440764/n01440764_10320.JPEG,0,82
processed_images_160/n02102040/n02102040_1092.JPEG,1,82
processed_images_160/n02979186/n02979186_10365.JPEG,2,82
processed_images_160/n01440764/n01440764_10150.JPEG,0,65
processed_images_160/n02979186/n02979186_10179.JPEG,2,65
processed_images_160/n02102040/n02102040_1049.JPEG,1,65
processed_images_160/n02979186/ILSVRC2012_val_00005866.JPEG,2,3
processed_images_160/n02102040/ILSVRC2012_val_00002315.JPEG,1,3
processed_images_160/n01440764/ILSVRC2012_val_00006697.JPEG,0,3
processed_images_160/n02979186/n02979186_10009.JPEG,2,51
processed_images_160/n02102040/n02102040_1004.JPEG,1,51
processed_images_160/n01440764/n01440764_10027.JPEG,0,51
