Channel_0,ValueToPredict,subjectID
processed_images_160/n01440764/n01440764_10194.JPEG,0,69
processed_images_160/n02102040/n02102040_1064.JPEG,1,69
processed_images_160/n01440764/ILSVRC2012_val_00045866.JPEG,0,44
processed_images_160/n02102040/ILSVRC2012_val_00043994.JPEG,1,44
processed_images_160/n01440764/n01440764_10108.JPEG,0,61
processed_images_160/n02102040/n02102040_1033.JPEG,1,61
processed_images_160/n01440764/n01440764_10482.JPEG,0,99
processed_images_160/n02102040/n02102040_1127.JPEG,1,99
processed_images_160/n01440764/n01440764_10211.JPEG,0,70
processed_images_160/n02102040/n02102040_1067.JPEG,1,70
processed_images_160/n01440764/ILSVRC2012_val_00016018.JPEG,0,15
processed_images_160/n02102040/ILSVRC2012_val_00015499.JPEG,1,15
processed_images_160/n02102040/n02102040_1068.JPEG,1,71
processed_images_160/n01440764/n01440764_10218.JPEG,0,71
processed_images_160/n02102040/ILSVRC2012_val_00049218.JPEG,1,48
processed_images_160/n01440764/ILSVRC2012_val_00048204.JPEG,0,48
processed_images_160/n02102040/n02102040_1027.JPEG,1,58
processed_images_160/n01440764/n01440764_10074.JPEG,0,58
processed_images_160/n02102040/ILSVRC2012_val_00000665.JPEG,1,0
processed_images_160/n01440764/ILSVRC2012_val_00000293.JPEG,0,0
processed_images_160/n02102040/n02102040_1078.JPEG,1,75
processed_images_160/n01440764/n01440764_10254.JPEG,0,75
processed_images_160/n02102040/ILSVRC2012_val_00029518.JPEG,1,34
processed_images_160/n01440764/ILSVRC2012_val_00034654.JPEG,0,34
processed_images_160/n01440764/n01440764_10410.JPEG,0,92
processed_images_160/n02102040/n02102040_1110.JPEG,1,92
processed_images_160/n02102040/ILSVRC2012_val_00007032.JPEG,1,7
processed_images_160/n01440764/ILSVRC2012_val_00009346.JPEG,0,7
processed_images_160/n02102040/n02102040_1076.JPEG,1,73
processed_images_160/n01440764/n01440764_1024.JPEG,0,73
processed_images_160/n02102040/n02102040_1105.JPEG,1,90
processed_images_160/n01440764/n01440764_10382.JPEG,0,90
processed_images_160/n02102040/ILSVRC2012_val_00037182.JPEG,1,38
processed_images_160/n01440764/ILSVRC2012_val_00037834.JPEG,0,38
processed_images_160/n01440764/n01440764_10095.JPEG,0,60
processed_images_160/n02102040/n02102040_1030.JPEG,1,60
processed_images_160/n01440764/ILSVRC2012_val_00024327.JPEG,0,24
processed_images_160/n02102040/ILSVRC2012_val_00021016.JPEG,1,24
processed_images_160/n02102040/n02102040_1091.JPEG,1,81
processed_images_160/n01440764/n01440764_10319.JPEG,0,81
processed_images_160/n01440764/n01440764_10293.JPEG,0,78
processed_images_160/n02102040/n02102040_1081.JPEG,1,78
processed_images_160/n01440764/ILSVRC2012_val_00002138.JPEG,0,1
processed_images_160/n02102040/ILSVRC2012_val_00001968.JPEG,1,1
processed_images_160/n02102040/n02102040_1103.JPEG,1,89
processed_images_160/n01440764/n01440764_10380.JPEG,0,89
processed_images_160/n02102040/ILSVRC2012_val_00044718.JPEG,1,45
processed_images_160/n01440764/ILSVRC2012_val_00045880.JPEG,0,45
processed_images_160/n02102040/n02102040_1098.JPEG,1,86
processed_images_160/n01440764/n01440764_10361.JPEG,0,86
processed_images_160/n02102040/ILSVRC2012_val_00010994.JPEG,1,11
processed_images_160/n01440764/ILSVRC2012_val_00011233.JPEG,0,11
processed_images_160/n02102040/ILSVRC2012_val_00040140.JPEG,1,40
processed_images_160/n01440764/ILSVRC2012_val_00039905.JPEG,0,40
processed_images_160/n01440764/n01440764_10227.JPEG,0,72
processed_images_160/n02102040/n02102040_107.JPEG,1,72
processed_images_160/n01440764/n01440764_10373.JPEG,0,88
processed_images_160/n02102040/n02102040_1102.JPEG,1,88
processed_images_160/n02102040/n02102040_1028.JPEG,1,59
processed_images_160/n01440764/n01440764_1009.JPEG,0,59
processed_images_160/n02102040/ILSVRC2012_val_00008162.JPEG,1,9
processed_images_160/n01440764/ILSVRC2012_val_00009396.JPEG,0,9
