Channel_0,ValueToPredict,subjectID
processed_images_160/n01440764/ILSVRC2012_val_00037375.JPEG,0,35
processed_images_160/n01440764/n01440764_10398.JPEG,0,91
processed_images_160/n02102040/n02102040_1106.JPEG,1,91
processed_images_160/n02102040/n02102040_1079.JPEG,1,76
processed_images_160/n01440764/n01440764_10281.JPEG,0,76
processed_images_160/n01440764/ILSVRC2012_val_00045866.JPEG,0,44
processed_images_160/n02102040/ILSVRC2012_val_00043994.JPEG,1,44
processed_images_160/n02102040/ILSVRC2012_val_00044718.JPEG,1,45
processed_images_160/n01440764/ILSVRC2012_val_00045880.JPEG,0,45
processed_images_160/n01440764/ILSVRC2012_val_00017699.JPEG,0,17
processed_images_160/n02102040/ILSVRC2012_val_00016582.JPEG,1,17
processed_images_160/n01440764/ILSVRC2012_val_00017995.JPEG,0,19
processed_images_160/n02102040/ILSVRC2012_val_00016833.JPEG,1,19
processed_images_160/n02102040/ILSVRC2012_val_00026521.JPEG,1,31
processed_images_160/n01440764/ILSVRC2012_val_00030740.JPEG,0,31
processed_images_160/n02102040/n02102040_1094.JPEG,1,83
processed_images_160/n01440764/n01440764_10323.JPEG,0,83
processed_images_160/n02102040/n02102040_1055.JPEG,1,66
processed_images_160/n01440764/n01440764_10159.JPEG,0,66
processed_images_160/n02102040/n02102040_1016.JPEG,1,55
processed_images_160/n01440764/n01440764_10043.JPEG,0,55
processed_images_160/n01440764/ILSVRC2012_val_00013716.JPEG,0,14
processed_images_160/n02102040/ILSVRC2012_val_00014280.JPEG,1,14
processed_images_160/n01440764/n01440764_10183.JPEG,0,68
processed_images_160/n02102040/n02102040_1058.JPEG,1,68
processed_images_160/n02102040/ILSVRC2012_val_00040679.JPEG,1,42
processed_images_160/n01440764/ILSVRC2012_val_00040833.JPEG,0,42
processed_images_160/n02102040/n02102040_1076.JPEG,1,73
processed_images_160/n01440764/n01440764_1024.JPEG,0,73
processed_images_160/n02102040/n02102040_1124.JPEG,1,98
processed_images_160/n01440764/n01440764_10470.JPEG,0,98
processed_images_160/n01440764/ILSVRC2012_val_00002138.JPEG,0,1
processed_images_160/n02102040/ILSVRC2012_val_00001968.JPEG,1,1
processed_images_160/n01440764/ILSVRC2012_val_00024327.JPEG,0,24
processed_images_160/n02102040/ILSVRC2012_val_00021016.JPEG,1,24
processed_images_160/n02102040/n02102040_1110.JPEG,1,92
processed_images_160/n01440764/n01440764_10410.JPEG,0,92
processed_images_160/n02102040/ILSVRC2012_val_00023440.JPEG,1,28
processed_images_160/n01440764/ILSVRC2012_val_00026397.JPEG,0,28
processed_images_160/n02102040/n02102040_1081.JPEG,1,78
processed_images_160/n01440764/n01440764_10293.JPEG,0,78
processed_images_160/n02102040/n02102040_1014.JPEG,1,54
processed_images_160/n01440764/n01440764_10042.JPEG,0,54
processed_images_160/n01440764/ILSVRC2012_val_00031333.JPEG,0,33
processed_images_160/n02102040/ILSVRC2012_val_00027918.JPEG,1,33
processed_images_160/n01440764/n01440764_10110.JPEG,0,62
processed_images_160/n02102040/n02102040_1036.JPEG,1,62
processed_images_160/n01440764/ILSVRC2012_val_00046252.JPEG,0,46
processed_images_160/n02102040/ILSVRC2012_val_00046295.JPEG,1,46
processed_images_160/n02102040/n02102040_1078.JPEG,1,75
processed_images_160/n01440764/n01440764_10254.JPEG,0,75
processed_images_160/n02102040/n02102040_1097.JPEG,1,85
processed_images_160/n01440764/n01440764_10342.JPEG,0,85
processed_images_160/n02102040/n02102040_108.JPEG,1,77
processed_images_160/n01440764/n01440764_10290.JPEG,0,77
processed_images_160/n02102040/n02102040_1044.JPEG,1,64
processed_images_160/n01440764/n01440764_10124.JPEG,0,64
processed_images_160/n01440764/ILSVRC2012_val_00007197.JPEG,0,4
processed_images_160/n02102040/ILSVRC2012_val_00004548.JPEG,1,4
processed_images_160/n02102040/n02102040_1091.JPEG,1,81
processed_images_160/n01440764/n01440764_10319.JPEG,0,81
processed_images_160/n02102040/n02102040_1112.JPEG,1,93
processed_images_160/n01440764/n01440764_10427.JPEG,0,93
processed_images_160/n01440764/n01440764_10150.JPEG,0,65
processed_images_160/n02102040/n02102040_1049.JPEG,1,65
processed_images_160/n02102040/ILSVRC2012_val_00004553.JPEG,1,5
processed_images_160/n01440764/ILSVRC2012_val_00009111.JPEG,0,5
